"","ObserveDate","WGS84Lon","WGS84Lat","engCounty","FamilyCommon","date"
"324","2013-11-12",120.931549,24.244871,"Taichung City","Squirrels","2013-11-12"
"325","2013-11-11",120.535222,23.184183,"Tainan City","Pit Vipers","2013-11-11"
"326","2013-11-11",120.966682,24.704729,"Miaoli County","Typical Snakes","2013-11-11"
"327","2013-11-11",120.509558,23.177062,"Tainan City","Pit Vipers","2013-11-11"
"328","2013-11-11",120.6947,22.17667,"Pingtung County","Cachorro do mato","2013-11-11"
"329","2013-11-11",120.950573,24.702829,"Miaoli County","Typical Snakes","2013-11-11"
"330","2013-11-11",120.957471,24.706399,"Miaoli County","Typical Snakes","2013-11-11"
"331","2013-11-11",120.769097,23.756989,"Nantou County","Typical Snakes","2013-11-11"
"332","2013-11-10",120.891222,23.601487,"Nantou County","Bitterns","2013-11-10"
"333","2013-11-10",120.998195,24.715862,"Hsinchu County","Typical Snakes","2013-11-10"
"334","2013-11-09",120.509165,23.651358,"Yunlin County","Doves","2013-11-09"
"335","2013-11-09",120.524465,23.654161,"Yunlin County","Typical Snakes","2013-11-09"
"336","2013-11-08",121.071389,23.15175,"Taitung County","Typical Snakes","2013-11-08"
"337","2013-11-08",121.05375,23.158889,"Taitung County","Typical Snakes","2013-11-08"
"338","2013-11-08",121.156028,23.127694,"Taitung County","Pit Vipers","2013-11-08"
"339","2013-11-08",121.31693,25.057543,"Taoyuan County","Pit Vipers","2013-11-08"
"340","2013-11-08",121.151333,23.129417,"Taitung County","Old World Flycatchers","2013-11-08"
"341","2013-11-08",120.779568,23.786778,"Nantou County","Typical Snakes","2013-11-08"
"342","2013-11-08",121.14489,24.69329,"Hsinchu County","Mustelids","2013-11-08"
"343","2013-11-08",121.078112,23.145658,"Taitung County","Typical Snakes","2013-11-08"
"344","2013-11-08",121.053472,23.15925,"Taitung County","Typical Snakes","2013-11-08"
"345","2013-11-07",121.025972,24.65417,"Hsinchu County","Pit Vipers","2013-11-07"
"346","2013-11-07",120.802006,23.82882,"Nantou County","Pit Vipers","2013-11-07"
"347","2013-11-07",120.999834,24.639564,"Miaoli County","Mustelids","2013-11-07"
"348","2013-11-07",120.972105,24.646227,"Miaoli County","Mustelids","2013-11-07"
"349","2013-11-07",120.58063,23.446932,"Chiayi County","Tortues","2013-11-07"
"350","2013-11-07",121.027947,24.652454,"Hsinchu County","Typical Snakes","2013-11-07"
"351","2013-11-06",120.741411,21.965503,"Pingtung County","Cachorro do mato","2013-11-06"
"352","2013-11-05",121.02475,23.99039,"Nantou County","Pit Vipers","2013-11-05"
"353","2013-11-05",121.14006,24.02637,"Nantou County","Rats","2013-11-05"
"354","2013-11-05",120.85991,23.83941,"Nantou County","Cobras","2013-11-05"
"355","2013-11-05",121.048728,24.96539,"Taoyuan County","Rats","2013-11-05"
"356","2013-11-04",120.286974,23.286377,"Tainan City","Tortues","2013-11-04"
"357","2013-11-04",120.31994,23.93587,"Changhua County","Swifts","2013-11-04"
"358","2013-11-03",120.537868,23.650116,"Yunlin County","Tree Frogs","2013-11-03"
"359","2013-11-03",121.013478,24.687666,"Hsinchu County","Typical Snakes","2013-11-03"
"360","2013-11-03",120.82092,23.825,"Nantou County","Pit Vipers","2013-11-03"
"361","2013-11-03",120.80785,23.82949,"Nantou County","Pit Vipers","2013-11-03"
"362","2013-11-03",120.533801,23.651303,"Yunlin County","Bitterns","2013-11-03"
"363","2013-11-03",120.544431,23.648866,"Yunlin County","Bufonids","2013-11-03"
"364","2013-11-03",120.317,23.94976,"Changhua County","Doves","2013-11-03"
"365","2013-11-03",120.317,23.94976,"Changhua County","Bitterns","2013-11-03"
"366","2013-11-02",120.698962,22.417954,"Pingtung County","Tree Frogs","2013-11-02"
"367","2013-11-02",121.434812,25.144322,"New Taipei City","Typical Snakes","2013-11-02"
"368","2013-11-01",120.978641,24.704822,"Hsinchu County","Pit Vipers","2013-11-01"
"369","2013-10-31",120.19235,23.4847,"Chiayi County","Typical Snakes","2013-10-31"
"370","2013-10-30",120.418396,23.564931,"Chiayi County","Ranids","2013-10-30"
"371","2013-10-30",120.617191,23.962654,"Changhua County","Lizards","2013-10-30"
"372","2013-10-30",120.617191,23.962654,"Changhua County","Lizards","2013-10-30"
"373","2013-10-30",120.617191,23.962654,"Changhua County","Ranids","2013-10-30"
"374","2013-10-30",120.418396,23.564931,"Chiayi County","Frogs","2013-10-30"
"375","2013-10-30",120.418396,23.564931,"Chiayi County","Frogs","2013-10-30"
"376","2013-10-30",120.417023,23.566033,"Chiayi County","Skinks","2013-10-30"
"377","2013-10-30",120.418396,23.564931,"Chiayi County","Bufonids","2013-10-30"
"378","2013-10-30",121.57075,25.18168,"Taipei City","Typical Snakes","2013-10-30"
"379","2013-10-29",120.510192,23.570989,"Chiayi County","Ranids","2013-10-29"
"380","2013-10-29",121.02164,24.688502,"Hsinchu County","Pit Vipers","2013-10-29"
"381","2013-10-29",120.510192,23.570989,"Chiayi County","Typical Snakes","2013-10-29"
"382","2013-10-29",120.506838,23.557496,"Chiayi County","Pit Vipers","2013-10-29"
"383","2013-10-29",120.486196,23.569061,"Chiayi County","Pit Vipers","2013-10-29"
"384","2013-10-29",121.145737,24.042615,"Nantou County","Cobras","2013-10-29"
"385","2013-10-29",120.498497,23.573251,"Chiayi County","Desmans","2013-10-29"
"386","2013-10-29",120.488899,23.567645,"Chiayi County","Lizards","2013-10-29"
"387","2013-10-29",120.518891,23.570399,"Chiayi County","Ranids","2013-10-29"
"388","2013-10-29",120.510192,23.570989,"Chiayi County","Geckos","2013-10-29"
"389","2013-10-29",120.45805,23.573172,"Chiayi County","Skinks","2013-10-29"
"390","2013-10-29",120.327094,23.297378,"Tainan City","Typical Snakes","2013-10-29"
"391","2013-10-29",120.493148,23.565128,"Chiayi County","Bufonids","2013-10-29"
"392","2013-10-29",120.45805,23.573172,"Chiayi County","Bufonids","2013-10-29"
"393","2013-10-29",120.518891,23.570399,"Chiayi County","Shrews","2013-10-29"
"394","2013-10-29",120.416079,23.559581,"Chiayi County","Rats","2013-10-29"
"395","2013-10-28",120.781175,23.749982,"Nantou County","Desmans","2013-10-28"
"396","2013-10-28",121.182333,23.130917,"Taitung County","Shrikes","2013-10-28"
"397","2013-10-28",121.132333,23.134194,"Taitung County","Typical Snakes","2013-10-28"
"398","2013-10-28",121.148028,23.131278,"Taitung County","Typical Snakes","2013-10-28"
"399","2013-10-28",121.43203,25.142976,"New Taipei City","Typical Snakes","2013-10-28"
"400","2013-10-27",120.49218,23.667175,"Yunlin County","Typical Snakes","2013-10-27"
"401","2013-10-27",121.427401,24.414566,"Yilan County","Typical Snakes","2013-10-27"
"402","2013-10-27",120.451527,23.580272,"Chiayi County","Doves","2013-10-27"
"403","2013-10-27",120.451527,23.580272,"Chiayi County","Doves","2013-10-27"
"404","2013-10-27",121.207361,23.136444,"Taitung County","Typical Snakes","2013-10-27"
"405","2013-10-27",120.527421,23.638891,"Yunlin County","Typical Snakes","2013-10-27"
"406","2013-10-27",121.31086,24.36218,"Taichung City","Typical Snakes","2013-10-27"
"407","2013-10-27",120.755136,23.068144,"Kaohsiung County","Doves","2013-10-27"
"408","2013-10-26",120.37474,23.524959,"Chiayi County","Doves","2013-10-26"
"409","2013-10-26",120.16983,23.483401,"Chiayi County","Blind Snakes","2013-10-26"
"410","2013-10-26",120.677846,23.779969,"Nantou County","Typical Snakes","2013-10-26"
"411","2013-10-26",121.153764,22.829206,"Taitung County","Pit Vipers","2013-10-26"
"412","2013-10-26",121.153319,22.827103,"Taitung County","Pit Vipers","2013-10-26"
"413","2013-10-26",121.153569,22.826619,"Taitung County","Typical Snakes","2013-10-26"
"414","2013-10-26",120.285476,23.506071,"Chiayi County","Tortues","2013-10-26"
"415","2013-10-26",120.288706,23.478362,"Chiayi County","Cobras","2013-10-26"
"416","2013-10-25",120.993783,24.712462,"Taitung County","Skinks","2013-10-25"
"417","2013-10-25",120.683925,23.761925,"Nantou County","Typical Snakes","2013-10-25"
"418","2013-10-24",120.451563,23.542468,"Chiayi County","Doves","2013-10-24"
"419","2013-10-24",120.460017,23.624513,"Chiayi County","Perching Birds","2013-10-24"
"420","2013-10-24",120.460017,23.624513,"Chiayi County","Perching Birds","2013-10-24"
"421","2013-10-24",121.558694,25.122657,"Tainan City","Amphisbaenians","2013-10-24"
"422","2013-10-24",120.565632,23.571186,"Chiayi County","Typical Snakes","2013-10-24"
"423","2013-10-23",120.332808,23.895316,"Changhua County","Typical Snakes","2013-10-23"
"424","2013-10-22",121.204972,23.132722,"Taitung County","Typical Snakes","2013-10-22"
"425","2013-10-22",120.286837,23.26796,"Tainan City","Cobras","2013-10-22"
"426","2013-10-22",120.291264,23.285099,"Tainan City","Tortues","2013-10-22"
"427","2013-10-22",120.293341,23.277477,"Tainan City","Waxbills","2013-10-22"
"428","2013-10-22",120.348026,22.646891,"Chiayi County","Bats","2013-10-22"
"429","2013-10-22",120.417942,23.564066,"Chiayi County","Frogs","2013-10-22"
"430","2013-10-22",120.418475,23.565561,"Chiayi County","Bufonids","2013-10-22"
"431","2013-10-22",120.417856,23.56798,"Chiayi County","Bufonids","2013-10-22"
"432","2013-10-22",120.417624,23.563082,"Chiayi County","Bufonids","2013-10-22"
"433","2013-10-22",121.56106,25.111249,"Taipei City","Typical Snakes","2013-10-22"
"434","2013-10-22",120.332808,23.895316,"Pingtung County","Typical Snakes","2013-10-22"
"435","2013-10-22",120.293721,23.279802,"Tainan City","Typical Snakes","2013-10-22"
"436","2013-10-21",120.77543,23.83502,"Nantou County","Pit Vipers","2013-10-21"
"437","2013-10-21",121.571746,25.108101,"Taipei City","Pit Vipers","2013-10-21"
"438","2013-10-21",121.563463,25.105808,"Taipei City","Pit Vipers","2013-10-21"
"439","2013-10-21",120.76879,23.84263,"Nantou County","Rats","2013-10-21"
"440","2013-10-20",120.497355,23.662413,"Yunlin County","Typical Snakes","2013-10-20"
"441","2013-10-20",120.35295,23.51343,"Chiayi County","Typical Snakes","2013-10-20"
"442","2013-10-20",120.491751,23.667466,"Yunlin County","Doves","2013-10-20"
"443","2013-10-20",120.357836,23.543884,"Chiayi County","Doves","2013-10-20"
"444","2013-10-20",120.322903,23.505323,"Chiayi County","Doves","2013-10-20"
"445","2013-10-20",120.317924,23.505756,"Chiayi County","Doves","2013-10-20"
"446","2013-10-20",120.315392,23.505244,"Chiayi County","Rats","2013-10-20"
"447","2013-10-20",120.382248,23.557378,"Chiayi County","Rats","2013-10-20"
"448","2013-10-20",120.304535,23.482574,"Chiayi County","Rats","2013-10-20"
"449","2013-10-20",120.351349,23.512052,"Chiayi County","Rats","2013-10-20"
"450","2013-10-20",120.044786,23.071421,"Tainan City","Bulbuls","2013-10-20"
"451","2013-10-20",120.37062,23.55612,"Chiayi County","Bulbuls","2013-10-20"
"452","2013-10-20",121.201778,23.127694,"Taitung County","Typical Snakes","2013-10-20"
"453","2013-10-20",121.151,23.129667,"Taitung County","Pit Vipers","2013-10-20"
"454","2013-10-20",120.315049,23.504693,"Chiayi County","Perching Birds","2013-10-20"
"455","2013-10-20",120.510695,23.656815,"Yunlin County","Typical Snakes","2013-10-20"
"456","2013-10-20",120.320456,23.50552,"Chiayi County","Rats","2013-10-20"
"457","2013-10-20",120.335299,23.242569,"Tainan City","Tortues","2013-10-20"
"458","2013-10-20",120.497355,23.662413,"Yunlin County","Ranids","2013-10-20"
"459","2013-10-20",120.497355,23.662413,"Yunlin County","Perching Birds","2013-10-20"
"460","2013-10-20",120.327231,23.186365,"Tainan City","Skinks","2013-10-20"
"461","2013-10-20",120.36753,23.229876,"Tainan City","Typical Snakes","2013-10-20"
"462","2013-10-20",120.504383,23.662746,"Yunlin County","Typical Snakes","2013-10-20"
"463","2013-10-20",120.401474,23.558873,"Chiayi County","Bufonids","2013-10-20"
"464","2013-10-20",120.362814,23.551241,"Chiayi County","Bufonids","2013-10-20"
"465","2013-10-20",120.357836,23.546914,"Chiayi County","Bufonids","2013-10-20"
"466","2013-10-20",120.370062,23.233706,"Tainan City","Typical Snakes","2013-10-20"
"467","2013-10-20",120.369252,23.232089,"Tainan City","Shrews","2013-10-20"
"468","2013-10-20",120.795011,24.240288,"Pingtung County","Cobras","2013-10-20"
"469","2013-10-20",120.79989,23.84192,"Nantou County","Typical Snakes","2013-10-20"
"470","2013-10-20",120.318611,23.505677,"Chiayi County","Rats","2013-10-20"
"471","2013-10-20",120.387655,23.557772,"Chiayi County","Starlings","2013-10-20"
"472","2013-10-19",121.20725,23.138361,"Taitung County","Typical Snakes","2013-10-19"
"473","2013-10-19",120.866059,23.774119,"Nantou County","Mustelids","2013-10-19"
"474","2013-10-19",121.053604,23.159086,"Taitung County","Ranids","2013-10-19"
"475","2013-10-19",121.053665,23.15903,"Taitung County","Typical Snakes","2013-10-19"
"476","2013-10-19",121.565937,25.253025,"New Taipei City","Typical Snakes","2013-10-19"
"477","2013-10-19",121.903522,25.020784,"New Taipei City","Bufonids","2013-10-19"
"478","2013-10-19",121.057632,23.158163,"Taitung County","Typical Snakes","2013-10-19"
