SerialNo,ObserveDate,County,Township,Location,WGS84Lon,WGS84Lat,Family,ScienceName,CommonName
3931,2013-11-01,,,,120.413675,23.570989,Dicroglossidae 叉舌蛙科,Hoplobatrachus rugulosa,虎皮蛙
3930,2013-11-01,,,,121.207306,23.137694,Viperidae 蝮蛇科,Daboia siamensis,鎖鍊蛇
3929,2013-10-31,台東縣,綠島鄉,龜灣,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
3928,2013-10-31,,,,121.5873,25.015505,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
3927,2013-10-31,台東縣,綠島鄉,龜灣鼻,121.475582,22.647076,,Metasesarma aubryi,奧氏後相手蟹
3926,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3925,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3924,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3923,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3922,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3921,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3920,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3919,2013-10-31,台東縣,綠島鄉,龜灣,121.478865,22.646403,,Metasesarma aubryi,奧氏後相手蟹
3918,2013-10-31,台東縣,綠島鄉,龜灣,121.47614,22.647056,,Metasesarma aubryi,奧氏後相手蟹
3917,2013-10-31,台東縣,綠島鄉,龜灣,121.475979,22.647066,,Metasesarma aubryi,奧氏後相手蟹
3916,2013-10-31,台東縣,綠島鄉,龜灣,121.475582,22.647002,,Metasesarma aubryi,奧氏後相手蟹
3915,2013-10-31,台東縣,綠島鄉,龜灣,121.475397,22.647066,,Metasesarma aubryi,奧氏後相手蟹
3914,2013-10-31,台東縣,綠島鄉,龜灣,121.475084,22.646972,,Metasesarma aubryi,奧氏後相手蟹
3913,2013-10-31,台東縣,綠島鄉,龜灣,121.475084,22.646972,,Metasesarma aubryi,奧氏後相手蟹
3912,2013-10-31,台東縣,綠島鄉,龜灣,121.474751,22.646967,,Metasesarma aubryi,奧氏後相手蟹
3911,2013-10-31,台東縣,綠島鄉,龜灣,121.474723,22.646997,,Metasesarma aubryi,奧氏後相手蟹
3910,2013-10-31,台東縣,綠島鄉,龜灣,121.474239,22.647007,,Metasesarma aubryi,奧氏後相手蟹
3909,2013-10-31,台東縣,綠島鄉,龜灣,121.474198,22.649027,,Metasesarma aubryi,奧氏後相手蟹
3908,2013-10-31,台東縣,綠島鄉,龜灣,121.474153,22.648948,,Metasesarma aubryi,奧氏後相手蟹
3907,2013-10-31,台東縣,綠島鄉,龜灣,121.474102,22.648962,,Metasesarma aubryi,奧氏後相手蟹
3906,2013-10-31,台東縣,綠島鄉,龜灣,121.47396,22.647066,,Metasesarma aubryi,奧氏後相手蟹
3905,2013-10-31,台東縣,綠島鄉,龜灣,121.47396,22.648888,,Metasesarma aubryi,奧氏後相手蟹
3904,2013-10-31,台東縣,綠島鄉,龜灣,121.473871,22.648829,,Metasesarma aubryi,奧氏後相手蟹
3903,2013-10-31,台東縣,綠島鄉,龜灣,121.473721,22.64825,,Metasesarma aubryi,奧氏後相手蟹
3902,2013-10-31,台東縣,綠島鄉,龜灣,121.473705,22.648185,,Metasesarma aubryi,奧氏後相手蟹
3901,2013-10-31,台東縣,綠島鄉,龜灣,121.4737,22.648126,,Metasesarma aubryi,奧氏後相手蟹
3900,2013-10-31,台東縣,綠島鄉,龜灣,121.473694,22.648086,,Metasesarma aubryi,奧氏後相手蟹
3899,2013-10-31,台東縣,綠島鄉,龜灣,121.473659,22.648294,,Metasesarma aubryi,奧氏後相手蟹
3898,2013-10-31,台東縣,綠島鄉,龜灣,121.473659,22.648294,,Metasesarma aubryi,奧氏後相手蟹
3897,2013-10-31,台東縣,綠島鄉,龜灣,121.473646,22.647972,,Metasesarma aubryi,奧氏後相手蟹
3896,2013-10-31,台東縣,綠島鄉,龜灣,121.473608,22.647304,,Metasesarma aubryi,奧氏後相手蟹
3895,2013-10-31,台東縣,綠島鄉,龜灣,121.473549,22.647373,,Metasesarma aubryi,奧氏後相手蟹
3894,2013-10-31,台東縣,綠島鄉,龜灣,121.473549,22.647824,,Metasesarma aubryi,奧氏後相手蟹
3893,2013-10-31,台東縣,綠島鄉,龜灣,121.473501,22.64773,,Metasesarma aubryi,奧氏後相手蟹
3892,2013-10-31,台東縣,綠島鄉,龜灣,121.473501,22.64773,,Metasesarma aubryi,奧氏後相手蟹
3891,2013-10-31,台東縣,綠島鄉,龜灣,121.473496,22.64773,,Metasesarma aubryi,奧氏後相手蟹
3890,2013-10-31,台東縣,綠島鄉,龜灣,121.47348,22.647581,,Metasesarma aubryi,奧氏後相手蟹
3889,2013-10-31,台東縣,綠島鄉,龜灣,121.47348,22.647581,,Metasesarma aubryi,奧氏後相手蟹
3888,2013-10-31,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3887,2013-10-31,,,,120.42292,23.566465,Dicroglossidae 叉舌蛙科,Fejervarya limnocharis,澤蛙
3886,2013-10-31,嘉義縣,,東石166縣道與嘉7鄉道交口,120.19235,23.4847,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3885,2013-10-31,嘉義縣,東石鄉,166縣道與嘉7鄉道交口,,,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3884,2013-10-31,嘉義縣,東石鄉,166縣道與嘉7鄉道交口,,,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3883,2013-10-31,,,,120.425238,23.566977,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3882,2013-10-31,台東縣,綠島鄉,龜灣,121.473509,22.647462,,Coenobita brevimanus,短腕陸寄居蟹
3881,2013-10-30,嘉義縣,民雄鄉,,120.418396,23.564931,Ranidae 赤蛙科,,赤蛙科
3880,2013-10-30,彰化縣,員林鎮,大峰里,120.617191,23.962654,Lacertidae 正蜥科,Takydromus kuehnei kuehnei,古氏草蜥
3879,2013-10-30,新北市,八里區,八里區,,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3878,2013-10-30,,,,120.125864,23.002116,Colubridae 黃頷蛇科,Oligodon formosanus,赤背松柏根
3877,2013-10-30,台東縣,綠島鄉,龜灣,121.475108,22.646975,,Metasesarma aubryi,奧氏後相手蟹
3876,2013-10-30,台東縣,綠島鄉,龜灣,121.474124,22.647059,,Metasesarma aubryi,奧氏後相手蟹
3875,2013-10-30,台東縣,綠島鄉,龜灣,121.474059,22.647081,,Metasesarma aubryi,奧氏後相手蟹
3874,2013-10-30,台東縣,綠島鄉,龜灣,121.474059,22.647081,,Metasesarma aubryi,奧氏後相手蟹
3873,2013-10-30,台東縣,綠島鄉,龜灣,121.473998,22.647116,,Metasesarma aubryi,奧氏後相手蟹
3872,2013-10-30,台東縣,綠島鄉,龜灣,121.473998,22.647116,,Metasesarma aubryi,奧氏後相手蟹
3871,2013-10-30,台東縣,綠島鄉,龜灣,,,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3870,2013-10-30,彰化縣,員林鎮,玉鶴寺,120.617191,23.962654,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3869,2013-10-30,彰化縣,員林鎮,大峰里,120.617191,23.962654,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
3868,2013-10-30,嘉義縣,民雄鄉,,120.418396,23.564931,Dicroglossidae 叉舌蛙科,Fejervarya limnocharis,澤蛙
3867,2013-10-30,嘉義縣,民雄鄉,,120.418396,23.564931,Dicroglossidae 叉舌蛙科,Fejervarya limnocharis,澤蛙
3866,2013-10-30,嘉義縣,民雄鄉,,120.417023,23.566033,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
3865,2013-10-30,台東縣,綠島鄉,龜灣,,,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3864,2013-10-30,嘉義縣,民雄鄉,,120.418396,23.564931,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3863,2013-10-30,台北市,北投區,陽金公路,121.57075,25.18168,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3862,2013-10-30,台東縣,綠島鄉,龜灣,,,Soricidae 尖鼠科,Crocidura tadae,長尾麝鼩
3861,2013-10-29,嘉義縣,大林鎮,,120.510192,23.570989,Ranidae 赤蛙科,,赤蛙科
3860,2013-10-29,新竹縣,峨眉鄉,峨眉街天主堂旁,121.02164,24.688502,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
3859,2013-10-29,嘉義縣,大林鎮,,120.510192,23.570989,Colubridae 黃頷蛇科,Sibynophis chinensis,黑頭蛇
3858,2013-10-29,嘉義縣,大林鎮,,120.506838,23.557496,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3857,2013-10-29,嘉義縣,大林鎮,,120.486196,23.569061,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3856,2013-10-29,台東縣,綠島鄉,龜灣,,,Scincidae 石龍子科,Plestiodon chinensis leucostictus,中國石龍子白斑亞種
3855,2013-10-29,南投縣,仁愛鄉,,121.145737,24.042615,Elapidae 蝙蝠蛇科,Naja atra,眼鏡蛇
3854,2013-10-29,嘉義縣,大林鎮,,120.498497,23.573251,Talpidae 鼴鼠科,Mogera insularis insularis,台灣鼴鼠
3853,2013-10-29,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3852,2013-10-29,嘉義縣,大林鎮,,120.488899,23.567645,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3851,2013-10-29,嘉義縣,大林鎮,,120.518891,23.570399,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
3850,2013-10-29,嘉義縣,大林鎮,,120.510192,23.570989,Gekkonidae 壁虎科,Hemidactylus frenatus,蝎虎
3849,2013-10-29,嘉義縣,民雄鄉,,120.45805,23.573172,Scincidae 石龍子科,Eutropis longicaudata,長尾真稜蜥
3848,2013-10-29,台南市,柳營區,太康,120.327094,23.297378,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3847,2013-10-29,台東縣,綠島鄉,龜灣,,,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3846,2013-10-29,嘉義縣,民雄鄉,,120.493148,23.565128,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3845,2013-10-29,嘉義縣,民雄鄉,,120.45805,23.573172,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3844,2013-10-29,新北市,八里區,觀音寶塔,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3843,2013-10-29,嘉義縣,大林鎮,,120.518891,23.570399,Soricidae 尖鼠科,Crocidura tanakae,灰麝鼩
3842,2013-10-29,屏東縣,枋寮鄉,古華之間的農路,,,Caprimulgidae 夜鷹科,Caprimulgus affinis,台灣夜鷹
3841,2013-10-29,嘉義縣,民雄鄉,,120.416079,23.559581,Muridae 鼠科,Bandicota indica,鬼鼠
3840,2013-10-28,台東縣,綠島鄉,龜灣,,,Soricidae 尖鼠科,Suncus murinus,臭鼩
3839,2013-10-28,南投縣,鹿谷鄉,,120.781175,23.749982,Talpidae 鼴鼠科,Mogera insularis insularis,臺灣鼴鼠
3838,2013-10-28,,,台6線 31.8K 汶水橋,120.874479,24.458789,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
3837,2013-10-28,,,中坑巷,,,Colubridae 黃頷蛇科,Lycodon ruhstrati ruhstrati,白梅花蛇
3836,2013-10-28,台東縣,池上鄉,台20甲 2.1K,121.182333,23.130917,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
3835,2013-10-28,台南市,安南區,工業五路,,,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
3834,2013-10-28,台東縣,海端鄉,台20線 199.287K,121.132333,23.134194,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
3833,2013-10-28,台東縣,海端鄉,台20線 201.195K,121.148028,23.131278,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3832,2013-10-28,新北市,八里區,北52鄉道,121.43203,25.142976,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3831,2013-10-27,雲林縣,斗南鎮,,120.49218,23.667175,Colubridae 黃頷蛇科,,黃頷蛇科
3830,2013-10-27,宜蘭縣,三星鄉,大洲國小,121.427401,24.414566,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
3829,2013-10-27,台南市,六甲區,174縣道,,,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
3828,2013-10-27,,,,121.602444,25.02592,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
3827,2013-10-27,台南市,六甲區,174縣道,,,Soricidae 尖鼠科,Suncus murinus,臭鼩
3826,2013-10-27,台南市,六甲區,174縣道,,,Soricidae 尖鼠科,Suncus murinus,臭鼩
3825,2013-10-27,嘉義縣,民雄鄉,,120.451527,23.580272,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3824,2013-10-27,嘉義縣,民雄鄉,,120.451527,23.580272,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3823,2013-10-27,台東縣,池上鄉,福文村,121.207361,23.136444,Colubridae 黃頷蛇科,Ptyas korros,細紋南蛇
3822,2013-10-27,雲林縣,斗南鎮,縣道158乙 9.6K,120.527421,23.638891,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
3821,2013-10-27,台南市,六甲區,174縣道,,,Muridae 鼠科,Niviventer coninga,刺鼠
3820,2013-10-27,台東縣,綠島鄉,龜灣,,,Gekkonidae 壁虎科,Gekko hokouensis,鉛山壁虎
3819,2013-10-27,台東縣,綠島鄉,龜灣,,,,Gecarcoidea lalandii,紫地蟹
3818,2013-10-27,台中市,和平區,武陵,121.31086,24.36218,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
3817,2013-10-27,高雄市,桃源區,藤枝森林遊樂區入口處外面道路,120.755136,23.068144,Columbidae 鳩鴿科,Chalcophaps indica indica,翠翼鳩
3816,2013-10-27,台南市,六甲區,工研路,,,Cuculidae 杜鵑科,Centropus bengalensis,番鵑
3815,2013-10-26,宜蘭縣,大同鄉,松羅村,,,Zosteropidae 繡眼科,Zosterops japonicus,綠繡眼
3814,2013-10-26,嘉義縣,新港鄉,,120.37474,23.524959,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3813,2013-10-26,嘉義縣,東石鄉,,120.16983,23.483401,Typhlopidae 盲蛇科,Ramphotyphlops braminus,鉤盲蛇
3812,2013-10-26,南投縣,竹山鎮,下坪,120.677846,23.779969,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
3811,2013-10-26,台東縣,卑南鄉,197縣道,121.153764,22.829206,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3810,2013-10-26,台東縣,卑南鄉,197縣道,121.153319,22.827103,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3809,2013-10-26,台東縣,卑南鄉,197縣道,121.153569,22.826619,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
3808,2013-10-26,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3807,2013-10-26,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3806,2013-10-26,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3805,2013-10-26,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3804,2013-10-26,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3803,2013-10-26,嘉義縣,六腳鄉,,120.285476,23.506071,Geoemydidae 地龜科,Mauremys sinensis,斑龜
3802,2013-10-26,嘉義縣,朴子市,,120.288706,23.478362,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
3801,2013-10-26,花蓮縣,瑞穗鄉,富源村 廣東路,,,Muridae 鼠科,Bandicota indica,鬼鼠
3800,2013-10-25,台東縣,綠島鄉,龜灣,,,Soricidae 尖鼠科,Suncus murinus,臭鼩
3799,2013-10-25,桃園縣,龍潭鄉,佳安村,,,Muridae 鼠科,Rattus sp.,家鼠屬
3798,2013-10-25,台東縣,綠島鄉,龜灣,120.993783,24.712462,Scincidae 石龍子科,Plestiodon chinensis leucostictus,中國石龍子白斑亞種
3797,2013-10-25,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3796,2013-10-25,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3795,2013-10-25,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3794,2013-10-25,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3793,2013-10-25,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3792,2013-10-25,台東縣,綠島鄉,龜灣,,,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3791,2013-10-25,台東縣,綠島鄉,龜灣,,,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3790,2013-10-25,台東縣,綠島鄉,龜灣,,,Soricidae 尖鼠科,Crocidura sp.,麝鼩屬
3789,2013-10-25,台東縣,綠島鄉,龜灣,,,Soricidae 尖鼠科,Crocidura sp.,麝鼩屬
3788,2013-10-25,宜蘭縣,大同鄉,台7線,,,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
3787,2013-10-25,南投縣,竹山鎮,下坪路,120.683925,23.761925,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
3786,2013-10-24,,大城鄉,西港村,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3785,2013-10-24,嘉義縣,民雄鄉,,120.451563,23.542468,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3784,2013-10-24,嘉義縣,大林鎮,,120.460017,23.624513,Passeridae 麻雀科,Passer montanus,麻雀
3783,2013-10-24,嘉義縣,大林鎮,,120.460017,23.624513,Passeridae 麻雀科,Passer montanus,麻雀
3782,2013-10-24,台南市,東山區,崁頭山孚佑宮仙公廟,121.558694,25.122657,Pareatidae 鈍頭蛇科,Pareas formosensis,台灣鈍頭蛇
3781,2013-10-24,彰化縣,,台17線 50K,,,Ardeidae 鷺科,Nycticorax nycticorax,夜鷺
3780,2013-10-24,台東縣,綠島鄉,龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3779,2013-10-24,台東縣,綠島鄉,龜灣,,,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3778,2013-10-24,南投縣,鹿谷鄉,鄉道「投56」 1.6K,,,Herpestidae 獴科,Herpestes urva formosanus,食蟹獴
3777,2013-10-24,嘉義縣,梅山鄉,,120.565632,23.571186,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3776,2013-10-23,,,,120.62795,22.77702,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3775,2013-10-23,彰化縣,芳苑鄉,,120.332808,23.895316,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3774,2013-10-23,台東縣,綠島鄉,龜灣,,,,,顯著表方蟹
3773,2013-10-22,台東縣,綠島鄉,龜灣,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
3772,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3771,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3770,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3769,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3768,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3767,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3766,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3765,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3764,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3763,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3762,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3761,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3760,2013-10-22,台東縣,綠島鄉,龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3759,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Sesarmops impressum,印痕仿相手蟹
3758,2013-10-22,台東縣,池上鄉,福文村,121.204972,23.132722,Colubridae 黃頷蛇科,Ptyas korros,細紋南蛇
3757,2013-10-22,台南市,,鄉道「南85」 10.5K,,,Passeridae 麻雀科,Passer montanus,麻雀
3756,2013-10-22,,,台8線 183k（白沙橋管制點附近）,,,Muridae 鼠科,Niviventer coninga,刺鼠
3755,2013-10-22,台南市,柳營區,,120.286837,23.26796,Elapidae 蝙蝠蛇科,Naja atra,眼鏡蛇
3754,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3753,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3752,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3751,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3750,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3749,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3748,2013-10-22,台東縣,卑南鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3747,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Metasesarma aubryi,奧氏後相手蟹
3746,2013-10-22,台南市,新營區,,120.291264,23.285099,Geoemydidae 地龜科,Mauremys sinensis,斑龜
3745,2013-10-22,台南市,柳營區,急水溪堤防,120.293341,23.277477,Estrildidae 梅花雀科,Lonchura punctulata,斑文鳥
3744,2013-10-22,台東縣,綠島鄉,龜灣,,,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
3743,2013-10-22,嘉義縣,番路鄉,縣道159甲 37K,120.348026,22.646891,Hipposideridae 葉鼻蝠科,Hipposideros armiger terasensis,台灣葉鼻蝠
3742,2013-10-22,台東縣,綠島鄉,龜灣,,,,Gecarcoidea lalandii,紫地蟹
3741,2013-10-22,嘉義縣,民雄鄉,,120.417942,23.564066,Dicroglossidae 叉舌蛙科,Fejervarya limnocharis,澤蛙
3740,2013-10-22,嘉義縣,民雄鄉,,120.418475,23.565561,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3739,2013-10-22,嘉義縣,民雄鄉,,120.417856,23.56798,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3738,2013-10-22,嘉義縣,民雄鄉,,120.417624,23.563082,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3737,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3736,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3735,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3734,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3733,2013-10-22,台東縣,卑南鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3732,2013-10-22,台東縣,綠島鄉,綠島90線道15~16.3km龜灣,,,,Discoplax hirtipes,毛足圓盤蟹
3731,2013-10-22,台北市,士林區,,121.56106,25.111249,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
3730,2013-10-22,屏東縣,恆春鎮,墾丁公園路,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3729,2013-10-22,屏東縣,恆春鎮,墾丁 凌霄亭,120.332808,23.895316,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3728,2013-10-22,台東縣,綠島鄉,龜灣,,,,Coenobita brevimanus,短腕陸寄居蟹
3727,2013-10-22,台南市,柳營區,,120.293721,23.279802,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
3726,2013-10-21,花蓮縣,秀林鄉,燕子口,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
3725,2013-10-21,南投縣,集集鎮,縣道139 60.8K,120.77543,23.83502,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3724,2013-10-21,台北市,士林區,,121.571746,25.108101,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3723,2013-10-21,台北市,士林區,,121.563463,25.105808,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3722,2013-10-21,南投縣,集集鎮,縣道139 59.4K,120.76879,23.84263,Muridae 鼠科,Niviventer coninga,刺鼠
3721,2013-10-21,,,,120.912347,24.2445,Muridae 鼠科,Niviventer coninga,刺鼠
3720,2013-10-21,南投縣,,台14甲線14k,,,Mustelidae 貂科,Mustela sibirica taivana,黃鼠狼
3719,2013-10-21,嘉義市,東區,小雅路57號,,,Geoemydidae 地龜科,Mauremys sinensis,斑龜
3718,2013-10-20,雲林縣,斗南鎮,,120.497355,23.662413,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
3717,2013-10-20,嘉義縣,新港鄉,,120.35295,23.51343,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
3716,2013-10-20,雲林縣,斗南鎮,,120.491751,23.667466,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3715,2013-10-20,嘉義縣,新港鄉,,120.357836,23.543884,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3714,2013-10-20,嘉義縣,六腳鄉,,120.322903,23.505323,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3713,2013-10-20,嘉義縣,六腳鄉,,120.317924,23.505756,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3712,2013-10-20,嘉義縣,六腳鄉,,120.315392,23.505244,Muridae 鼠科,Rattus sp.,家鼠屬
3711,2013-10-20,台南市,安定區,人間清境社區,,,Muridae 鼠科,Rattus norvegicus,溝鼠
3710,2013-10-20,嘉義縣,新港鄉,,120.382248,23.557378,Muridae 鼠科,Rattus norvegicus,溝鼠
