SerialNo,ObserveDate,County,Township,Location,WGS84Lon,WGS84Lat,Family,ScienceName,CommonName
4662,2013-12-31,台東縣,池上鄉,,121.211557,23.133486,Turdidae 鶇科,Zoothera dauma,虎鶇
4661,2013-12-31,台東縣,池上鄉,,121.20525,23.126778,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4660,2013-12-30,嘉義縣,新港鄉,,120.362678,23.543766,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4659,2013-12-30,嘉義縣,新港鄉,,120.358182,23.53458,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4658,2013-12-30,,,久安國小,120.512829,23.676921,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4657,2013-12-30,嘉義縣,溪口鄉,,120.397661,23.564066,Muridae 鼠科,Rattus sp.,
4656,2013-12-30,嘉義縣,新港鄉,,120.362678,23.543766,Muridae 鼠科,Rattus sp.,
4655,2013-12-30,嘉義縣,新港鄉,,120.362163,23.537235,Muridae 鼠科,Rattus sp.,
4654,2013-12-30,嘉義縣,新港鄉,,120.35908,23.526572,Muridae 鼠科,Rattus sp.,
4653,2013-12-30,嘉義縣,新港鄉,,120.362857,23.550809,Muridae 鼠科,Rattus norvegicus,溝鼠
4652,2013-12-30,嘉義縣,新港鄉,,120.35908,23.526572,Muridae 鼠科,Rattus norvegicus,溝鼠
4651,2013-12-30,屏東縣,滿州鄉,片埔路,120.866911,22.110747,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
4650,2013-12-30,嘉義縣,溪口鄉,,120.397661,23.564066,Hirundinidae 燕科,Hirundo sp.,燕屬
4649,2013-12-30,嘉義縣,溪口鄉,,120.397661,23.564066,Hirundinidae 燕科,Hirundo sp.,燕屬
4648,2013-12-30,嘉義縣,溪口鄉,,120.397661,23.564066,Hirundinidae 燕科,Hirundo rustica,家燕
4647,2013-12-30,,,,120.401009,23.565325,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4646,2013-12-30,,,,121.564916,25.106663,Soricidae 尖鼠科,Crocidura sp.,麝鼩屬
4645,2013-12-29,台南市,六甲區,,120.467831,23.220544,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4644,2013-12-29,新北市,三峽區,台3線 88K,121.796419,24.69648,Strigidae 鴟鴞科,Otus lettia,領角鴞
4643,2013-12-29,嘉義縣,民雄鄉,,120.424998,23.537235,Rallidae 秧雞科,Gallinula chloropus,紅冠水雞
4642,2013-12-29,台南市,官田區,,120.331232,23.192934,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4641,2013-12-29,台南市,東山區,縣道174 41.5K,,,Sciuridae 松鼠科,Callosciurus erythraeus thaiwanensis,赤腹松鼠
4640,2013-12-29,台南市,東山區,縣道174 43K,,,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4639,2013-12-29,屏東縣,里港鄉,塔樓村,,,Rallidae 秧雞科,Amaurornis phoenicurus,白腹秧雞
4638,2013-12-28,嘉義縣,民雄鄉,,120.447314,23.56324,Muridae 鼠科,,鼠科
4637,2013-12-28,嘉義縣,民雄鄉,,120.447314,23.56324,Muridae 鼠科,,鼠科
4636,2013-12-28,嘉義縣,民雄鄉,,120.447314,23.56324,Passeridae 麻雀科,Passer montanus,麻雀
4635,2013-12-28,嘉義縣,民雄鄉,,120.445665,23.561607,Passeridae 麻雀科,Passer montanus,麻雀
4634,2013-12-28,嘉義縣,民雄鄉,,120.418802,23.557988,Sylviidae 鶯科,Paradoxornis webbianus,粉紅鸚嘴
4633,2013-12-28,南投縣,,台21線 陳有蘭溪橋,,,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4632,2013-12-28,嘉義縣,民雄鄉,,120.415134,23.560447,Hirundinidae 燕科,Hirundo rustica,家燕
4631,2013-12-28,嘉義縣,,,120.449503,23.583261,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4630,2013-12-28,嘉義縣,,,120.449503,23.583261,Muridae 鼠科,Bandicota indica,鬼鼠
4629,2013-12-28,嘉義縣,民雄鄉,,120.445665,23.561607,Muridae 鼠科,Bandicota indica,鬼鼠
4628,2013-12-28,,,台7甲 46.5K,,,Muridae 鼠科,Apodemus semotus,森鼠
4627,2013-12-28,嘉義縣,民雄鄉,,120.449074,23.564853,Sturnidae 椋鳥科,Acridotheres cristatus,八哥
4626,2013-12-27,屏東縣,萬巒鄉,,120.576256,22.58974,Muridae 鼠科,,鼠科
4625,2013-12-27,嘉義縣,民雄鄉,,120.41654,23.564892,Soricidae 尖鼠科,Suncus murinus,臭鼩
4624,2013-12-27,嘉義縣,民雄鄉,,120.408062,23.563377,Soricidae 尖鼠科,Suncus murinus,臭鼩
4623,2013-12-27,嘉義縣,民雄鄉,,120.407665,23.563436,Soricidae 尖鼠科,Suncus murinus,臭鼩
4622,2013-12-27,台中市,龍井區,縣立龍港國小,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4621,2013-12-27,嘉義縣,溪口鄉,,120.407771,23.587017,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4620,2013-12-27,嘉義縣,溪口鄉,,120.403694,23.58977,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
4619,2013-12-27,嘉義縣,溪口鄉,,120.40981,23.585011,Passeridae 麻雀科,Passer montanus,麻雀
4618,2013-12-27,嘉義縣,溪口鄉,,120.403158,23.592641,Passeridae 麻雀科,Passer montanus,麻雀
4617,2013-12-27,嘉義縣,溪口鄉,,120.39947,23.586722,Passeridae 麻雀科,Passer montanus,麻雀
4616,2013-12-27,嘉義縣,溪口鄉,,120.40835,23.586407,Hirundinidae 燕科,Hirundo rustica,家燕
4615,2013-12-27,嘉義縣,溪口鄉,,120.407771,23.587017,Hirundinidae 燕科,Hirundo rustica,家燕
4614,2013-12-27,嘉義縣,溪口鄉,,120.39947,23.586722,Hirundinidae 燕科,Hirundo rustica,家燕
4613,2013-12-27,屏東縣,內埔鄉,,120.56855,22.597643,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4612,2013-12-27,屏東縣,內埔鄉,,120.546936,22.611357,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4611,2013-12-27,屏東縣,內埔鄉,,120.54035,22.612272,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4610,2013-12-27,嘉義縣,民雄鄉,,120.417022,23.565954,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4609,2013-12-27,嘉義縣,溪口鄉,,120.406527,23.588118,Columbidae 鳩鴿科,Columba livia,野鴿
4608,2013-12-26,南投縣,竹山鎮,台3丙 4K+880,,,Strigidae 鴟鴞科,Otus lettia,領角鴞
4607,2013-12-25,台東縣,卑南鄉,利嘉村,121.080793,22.774785,Muridae 鼠科,Rattus norvegicus,溝鼠
4606,2013-12-25,,,台8線 178K,,,Muridae 鼠科,Niviventer coninga,刺鼠
4605,2013-12-25,金門縣,金寧鄉,,118.315887,24.465793,Cuculidae 杜鵑科,Centropus sinensis,褐翅鴉鵑
4604,2013-12-25,金門縣,金寧鄉,,118.314523,24.457668,Rallidae 秧雞科,Amaurornis phoenicurus,白腹秧雞
4603,2013-12-24,台中市,和平區,,121.31086,24.36218,Columbidae 鳩鴿科,Streptopelia orientalis,金背鳩
4602,2013-12-24,新北市,三峽區,縣立明德高中,121.365256,24.9052,Megalaimidae 鬚鴷科,Megalaima nuchalis,五色鳥
4601,2013-12-24,台東縣,卑南鄉,,121.165315,22.853948,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4600,2013-12-24,金門縣,金城鎮,,118.311928,24.412756,Rallidae 秧雞科,Amaurornis phoenicurus,白腹秧雞
4599,2013-12-24,台中市,和平區,,121.32509,24.3574,,,黃胸藪眉
4598,2013-12-23,,,,120.899385,22.104448,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4597,2013-12-23,台南市,玉井區,,120.899385,22.104448,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4596,2013-12-23,花蓮縣,秀林鄉,台8線 白沙橋,,,Strigidae 鴟鴞科,Otus lettia,領角鴞
4595,2013-12-23,台東縣,關山鎮,,121.159605,23.062354,Muridae 鼠科,Niviventer coninga,刺鼠
4594,2013-12-23,台南市,學甲區,,120.171996,23.278353,Columbidae 鳩鴿科,Columba livia,野鴿
4593,2013-12-23,雲林縣,古坑鄉,梅庄路,,,Sciuridae 松鼠科,Callosciurus erythraeus thaiwanensis,赤腹松鼠
4592,2013-12-22,苗栗縣,造橋鄉,平興村,120.886969,24.614272,Talpidae 鼴鼠科,Mogera insularis insularis,台灣鼴鼠
4591,2013-12-22,嘉義縣,,牛稠溪,,,Recurvirostridae 長腳鷸科,Himantopus himantopus himantopus,高蹺鴴
4590,2013-12-22,嘉義縣,,牛稠溪,,,Recurvirostridae 長腳鷸科,Himantopus himantopus himantopus,高蹺鴴
4589,2013-12-22,嘉義縣,,牛稠溪,,,Recurvirostridae 長腳鷸科,Himantopus himantopus himantopus,高蹺鴴
4588,2013-12-22,嘉義縣,民雄鄉,,120.424536,23.511928,Recurvirostridae 長腳鷸科,Himantopus himantopus himantopus,高蹺鴴
4587,2013-12-21,嘉義縣,東石鄉,,120.191821,23.485998,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4586,2013-12-21,嘉義縣,,蘭潭後山步道,,,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4585,2013-12-21,,,,120.493342,23.867315,Pycnonotidae 鵯科,Hypsipetes leucocephalus,紅嘴黑鵯
4584,2013-12-21,台南市,下營區,,120.282503,23.258869,Ardeidae 鷺科,Egretta garzetta,小白鷺
4583,2013-12-20,嘉義縣,太保市,,120.29294,23.457569,Lacertidae 正蜥科,Takydromus stejnegeri,蓬萊草蜥
4582,2013-12-20,台東縣,池上鄉,大坡池,121.231208,23.123884,Soricidae 尖鼠科,Suncus murinus,臭鼩
4581,2013-12-20,台南市,六甲區,,120.336548,23.243812,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4580,2013-12-20,,,,121.039442,24.761879,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4579,2013-12-19,屏東縣,恆春鎮,,120.78132,21.948922,Turdidae 鶇科,Turdus pallidus,白腹鶇
4578,2013-12-19,,,,120.834925,22.027446,Turdidae 鶇科,Turdus chrysolaus,赤腹鶇
4577,2013-12-19,澎湖縣,白沙鄉,,119.598634,23.666486,Herpestidae 獴科,Herpestes urva,棕簑貓
4576,2013-12-19,台南市,六甲區,,120.343298,23.238258,Accipitridae 鷹科,Elanus caeruleus vociferus,黑翅鳶
4575,2013-12-18,宜蘭縣,南澳鄉,新澳橋,121.81658,24.47541,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4574,2013-12-18,,,台9線 189.7K,,,Pycnonotidae 鵯科,Pycnonotus taivanus,烏頭翁
4573,2013-12-18,嘉義縣,民雄鄉,大學路二段,,,Geoemydidae 地龜科,Mauremys sinensis,斑龜
4572,2013-12-17,台東縣,成功鎮,,121.319131,23.074243,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4571,2013-12-17,花蓮縣,秀林鄉,和平火車站,121.749072,24.305856,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4570,2013-12-17,台東縣,鹿野鄉,馬背,121.120977,22.919411,Muridae 鼠科,Bandicota indica,鬼鼠
4569,2013-12-16,南投縣,鹿谷鄉,,120.758668,23.750016,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4568,2013-12-16,嘉義縣,大林鎮,,120.480059,23.593014,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4567,2013-12-16,嘉義縣,民雄鄉,,120.460697,23.568393,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4566,2013-12-16,嘉義縣,大林鎮,,120.459288,23.578344,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4565,2013-12-16,新竹縣,寶山鄉,,121.002367,24.731,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4564,2013-12-16,嘉義縣,梅山鄉,,120.564645,23.579131,Scincidae 石龍子科,Plestiodon chinensis formosensis,中國石龍子指名亞種
4563,2013-12-16,嘉義縣,梅山鄉,,120.565846,23.571068,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4562,2013-12-15,嘉義縣,民雄鄉,,120.466483,23.5698,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4561,2013-12-15,嘉義縣,民雄鄉,,120.462683,23.5708,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4560,2013-12-15,嘉義縣,大林鎮,,120.52125,23.566333,Viperidae 蝮蛇科,Trimeresurus mucrosquamatus,龜殼花
4559,2013-12-15,嘉義縣,民雄鄉,,120.4547,23.5729,Soricidae 尖鼠科,Suncus murinus,臭鼩
4558,2013-12-15,嘉義縣,大林鎮,,120.488383,23.5741,Trionychidae 鱉科,Pelodiscus sinensis,中華鱉
4557,2013-12-15,嘉義縣,大林鎮,,120.488383,23.5741,Trionychidae 鱉科,Pelodiscus sinensis,中華鱉
4556,2013-12-15,嘉義縣,民雄鄉,,120.431117,23.569833,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4555,2013-12-15,嘉義縣,大林鎮,,120.515517,23.56265,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4554,2013-12-15,嘉義縣,大林鎮,,120.52125,23.566333,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4553,2013-12-15,花蓮縣,秀林鄉,台8線 新長春隧道口,,,Bufonidae 蟾蜍科,Bufo bankorensis,盤古蟾蜍
4552,2013-12-14,,,,120.514594,22.61402,Turdidae 鶇科,Zoothera dauma,虎鶇
4551,2013-12-14,新竹市,香山區,海埔路,,,Muridae 鼠科,Rattus sp.,
4550,2013-12-14,南投縣,鹿谷鄉,,120.774077,23.754377,Muridae 鼠科,Rattus norvegicus,溝鼠
4549,2013-12-14,新竹市,香山區,海埔路,,,Ardeidae 鷺科,Nycticorax nycticorax,夜鷺
4548,2013-12-14,南投縣,鹿谷鄉,鳳凰谷鳥園,,,Strigidae 鴟鴞科,Glaucidium brodiei,鵂鶹
4547,2013-12-14,嘉義市,東區,,120.50345,23.479533,Bufonidae 蟾蜍科,Bufo melanostictus,黑眶蟾蜍
4546,2013-12-14,雲林縣,古坑鄉,松林路,120.350499,23.353533,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4545,2013-12-13,台東縣,海端鄉,,121.180083,23.130778,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4544,2013-12-13,台南市,六甲區,,120.336563,23.244268,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4543,2013-12-13,台南市,六甲區,,120.336267,23.243537,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4542,2013-12-13,台東縣,海端鄉,,121.182222,23.130944,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4541,2013-12-12,台南市,新營區,,120.302004,23.297051,Estrildidae 梅花雀科,Lonchura punctulata,斑文鳥
4540,2013-12-12,屏東縣,滿州鄉,中科院院內,,,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4539,2013-12-12,屏東縣,,縣道200 25.5K,,,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4538,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4537,2013-12-11,嘉義縣,民雄鄉,,120.462183,23.538783,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4536,2013-12-11,嘉義縣,民雄鄉,,120.462183,23.538783,Soricidae 尖鼠科,Suncus murinus,臭鼩
4535,2013-12-11,嘉義縣,民雄鄉,,120.462183,23.538783,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4534,2013-12-11,嘉義縣,民雄鄉,,120.462183,23.538783,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4533,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer montanus,麻雀
4532,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer monatnus,麻雀
4531,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer monatnus,麻雀
4530,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer monatnus,麻雀
4529,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer monatnus,麻雀
4528,2013-12-11,嘉義縣,民雄鄉,,120.4661,23.53885,Passeridae 麻雀科,Passer monatnus,麻雀
4527,2013-12-11,新竹縣,峨眉鄉,石峰道路,121.001931,24.70559,Strigidae 鴟鴞科,Otus lettia,領角鴞
4526,2013-12-11,台南市,南化區,,120.472983,23.057733,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4525,2013-12-11,嘉義縣,民雄鄉,,120.462183,23.538783,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4524,2013-12-11,嘉義縣,民雄鄉,,120.45945,23.538983,Muridae 鼠科,Bandicota indica,鬼鼠
4523,2013-12-10,台中市,西屯區,協和南巷5號,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4522,2013-12-10,台北市,北投區,,121.4834,25.1164,Muridae 鼠科,Rattus norvegicus,溝鼠
4521,2013-12-10,台南市,柳營區,,120.305095,23.273038,Vespertilionidae 蝙蝠科,Pipistrellus abramus,東亞家蝠
4520,2013-12-10,台東縣,太麻里鄉,,121.00948,22.61777,Strigidae 鴟鴞科,Otus lettia,領角鴞
4519,2013-12-09,嘉義縣,大林鎮,,120.4823,23.5929,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4518,2013-12-09,嘉義縣,民雄鄉,,120.4501,23.56575,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4517,2013-12-09,嘉義縣,民雄鄉,,120.4501,23.56575,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4516,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Soricidae 尖鼠科,Suncus murinus,臭鼩
4515,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4514,2013-12-09,嘉義縣,民雄鄉,,120.464633,23.57755,Muridae 鼠科,Rattus losea,小黃腹鼠
4513,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
4512,2013-12-09,,,,120.897355,22.097402,Colubridae 黃頷蛇科,Psammodynastes pulverulentus,茶斑蛇
4511,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4510,2013-12-09,嘉義縣,大林鎮,,120.512317,23.565167,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4509,2013-12-09,嘉義縣,大林鎮,,120.491417,23.57635,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4508,2013-12-09,嘉義縣,大林鎮,,120.491417,23.57635,Trionychidae 鱉科,Pelodiscus sinensis,中華鱉
4507,2013-12-09,嘉義縣,大林鎮,,120.491417,23.57635,Trionychidae 鱉科,Pelodiscus sinensis,中華鱉
4506,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Passeridae 麻雀科,Passer montanus,麻雀
4505,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Colubridae 黃頷蛇科,Lycodon ruhstrati ruhstrati,白梅花蛇
4504,2013-12-09,嘉義縣,大林鎮,,120.508667,23.573033,Colubridae 黃頷蛇科,Lycodon ruhstrati ruhstrati,白梅花蛇
4503,2013-12-09,彰化縣,北斗鎮,,120.515572,23.871468,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4502,2013-12-09,嘉義縣,大林鎮,,120.512317,23.565167,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
4501,2013-12-09,台東縣,關山鎮,親水公園,,,Rallidae 秧雞科,Gallinula chloropus,紅冠水雞
4500,2013-12-09,嘉義縣,梅山鄉,,120.512317,23.565167,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4499,2013-12-09,屏東縣,內埔鄉,,120.567635,22.60146,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4498,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4497,2013-12-09,嘉義縣,大林鎮,,120.485917,23.572383,Muscicapidae 鶲科,Calliope calliope,野鴝
4496,2013-12-09,嘉義縣,梅山鄉,,120.525133,23.553033,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4495,2013-12-08,台東縣,關山鎮,電光社區,121.13943,22.975792,Turdidae 鶇科,Zoothera dauma,虎鶇
4494,2013-12-08,台東縣,池上鄉,福文村,121.211556,23.1335,Turdidae 鶇科,Turdus chrysolaus,赤腹鶇
4493,2013-12-08,嘉義縣,溪口鄉,,120.383017,23.59245,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4492,2013-12-08,嘉義縣,溪口鄉,,120.383017,23.59245,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4491,2013-12-08,,,,121.166295,23.067295,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
4490,2013-12-08,高雄市,六龜區,荖濃溪林道 二集團,,,Colubridae 黃頷蛇科,Psammodynastes pulverulentus,茶斑蛇
4489,2013-12-08,高雄市,六龜區,荖濃溪林道,120.703509,23.030036,Strigidae 鴟鴞科,Otus lettia,領角鴞
4488,2013-12-08,台南市,六甲區,,120.382208,23.237296,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4487,2013-12-08,高雄市,桃源區,,120.75296,23.06787,Muridae 鼠科,Niviventer coninga,刺鼠
4486,2013-12-08,台中市,和平區,,121.34765,24.387113,Mustelidae 貂科,Mustela sibirica taivana,黃鼠狼
4485,2013-12-08,,,台3線 315.5K,,,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4484,2013-12-08,南投縣,,台14甲 鳶峰,,,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4483,2013-12-08,,,台9線 186.6K,,,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4482,2013-12-08,台南市,楠西區,,120.501072,23.225491,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
4481,2013-12-08,嘉義縣,溪口鄉,,120.383017,23.59245,Hirundinidae 燕科,Hirundo tahitica,洋燕
4480,2013-12-08,嘉義縣,太保市,台3線,120.570343,23.38069,Ardeidae 鷺科,Gorsachius melanolophus,黑冠麻鷺
4479,2013-12-08,高雄市,六龜區,荖濃溪林道 二集團,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4478,2013-12-08,高雄市,六龜區,荖濃溪林道 二集團,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4477,2013-12-08,台南市,六甲區,,120.379879,23.233855,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4476,2013-12-07,嘉義縣,民雄鄉,,120.39985,23.530517,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4475,2013-12-07,新竹縣,五峰鄉,鄉道「竹62」 3K,,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4474,2013-12-07,嘉義縣,民雄鄉,,120.39985,23.530517,Passeridae 麻雀科,Passer montanus,麻雀
4473,2013-12-07,嘉義縣,大埔鄉,台3線,,,Strigidae 鴟鴞科,Otus spilocephalus,黃嘴角鴞
4472,2013-12-07,新竹縣,五峰鄉,,121.153612,24.651711,Muridae 鼠科,Niviventer coninga,刺鼠
4471,2013-12-07,花蓮縣,秀林鄉,台8線 白沙橋,,,Muridae 鼠科,Niviventer coninga,刺鼠
4470,2013-12-07,,,台8線 186.2K,,,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4469,2013-12-07,嘉義市,西區,,120.402067,23.468217,Colubridae 黃頷蛇科,Macropisthodon rudis rudis,擬龜殼花
4468,2013-12-07,嘉義縣,民雄鄉,,120.39985,23.530517,Rallidae 秧雞科,Gallinula chloropus,紅冠水雞
4467,2013-12-07,嘉義縣,太保市,,120.3807,23.504383,Rallidae 秧雞科,Gallinula chloropus,紅冠水雞
4466,2013-12-07,嘉義縣,民雄鄉,,120.39985,23.530517,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4465,2013-12-06,台南市,官田區,裕隆路,120.326036,23.18638,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4464,2013-12-06,屏東縣,內埔鄉,,120.54654,22.611443,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4463,2013-12-06,屏東縣,內埔鄉,,120.55294,22.609335,Soricidae 尖鼠科,Suncus murinus,臭鼩
4462,2013-12-06,,,台20線 摩天,,,Timaliidae 畫眉科,Stachyridopsis ruficeps,山紅頭
4461,2013-12-06,台東縣,海端鄉,台20線 200K,,,Colubridae 黃頷蛇科,Psammodynastes pulverulentus,茶斑蛇
4460,2013-12-06,台中市,太平區,酒桶山休閒農場(法蝶,,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4459,2013-12-06,嘉義縣,新港鄉,,120.327318,23.528473,Passeridae 麻雀科,Passer montanus,麻雀
4458,2013-12-06,台北市,北投區,竹子湖路,121.544027,25.152328,Viverridae 靈貓科,Paguma larvata taivana,白鼻心
4457,2013-12-06,南投縣,鹿谷鄉,縣道131 42.2K,120.78121,23.78914,Strigidae 鴟鴞科,Otus lettia,領角鴞
4456,2013-12-06,,,,121.328599,24.359562,Mustelidae 貂科,Mustela sibirica taivana,黃鼠狼
4455,2013-12-06,屏東縣,內埔鄉,,120.550606,22.609241,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4454,2013-12-06,台東縣,海端鄉,台20甲 1.53K,121.177028,23.129306,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4453,2013-12-06,台東縣,海端鄉,台20甲 1.16K,121.173944,23.127667,Muridae 鼠科,Bandicota indica,鬼鼠
4452,2013-12-05,台中市,和平區,,121.30805,24.37855,Turdidae 鶇科,Turdus chrysolaus,赤腹鶇
4451,2013-12-05,台南市,六甲區,,120.337536,23.245616,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4450,2013-12-05,台南市,六甲區,,120.337273,23.244727,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4449,2013-12-05,嘉義縣,民雄鄉,,120.416067,23.56335,Muridae 鼠科,Rattus losea,小黃腹鼠
4448,2013-12-05,台東縣,池上鄉,縣道197 5.9K,,,Muridae 鼠科,Niviventer coninga,刺鼠
4447,2013-12-05,嘉義縣,民雄鄉,,120.416067,23.56335,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4446,2013-12-05,台南市,安南區,北汕尾一路,120.122886,23.019182,Muridae 鼠科,Bandicota indica,鬼鼠
4445,2013-12-04,嘉義縣,新港鄉,鄉道「嘉74」,120.330946,23.570617,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4444,2013-12-04,屏東縣,恆春鎮,墾丁國家公園管理處,120.78132,21.948922,Turdidae 鶇科,Turdus pallasi,白腹鶇
